order_id,order_date,store_id,city,region,channel,customer_age_group,loyalty_tier,category,subcategory,unit_price,quantity,discount_rate,competitor_price,stock_level,promo_flag,holiday_flag,weather_temp_c
ORD20240808-S06-07022,2024-08-08,S06,Hamburg,West,Online,46-60,None,Home,Appliances,260.14,2,0.021,247.18,161,0,0,21.7
ORD20240720-S04-02403,2024-07-20,S04,Frankfurt,West,Online,60+,None,Home,Kitchen,93.7,4,0.0,95.43,194,0,0,23.3
ORD20240617-S10-02729,2024-06-17,S10,Hamburg,West,In-Store,26-35,Silver,Electronics,Laptops,371.16,2,0.012,380.66,115,0,0,16.8
ORD20240423-S03-06937,2024-04-23,S03,Cologne,North,In-Store,26-35,None,Clothing,Men,125.65,2,0.015,141.19,164,0,0,4.6
ORD20240602-S01-04250,2024-06-02,S01,Munich,East,Online,26-35,None,Electronics,Laptops,365.5,3,0.04,363.43,121,0,0,15.7
ORD20240715-S01-02895,2024-07-15,S01,Frankfurt,East,In-Store,18-25,None,Home,Kitchen,237.95,4,0.042,244.32,135,0,0,22.8
ORD20240829-S10-06845,2024-08-29,S10,Hamburg,North,In-Store,26-35,None,Clothing,Kids,150.0,5,0.025,164.31,113,0,0,21.9
ORD20240720-S03-07828,2024-07-20,S03,Cologne,North,In-Store,26-35,None,Beauty,Haircare,65.63,5,0.027,62.3,132,0,0,21.2
ORD20240321-S02-06972,2024-03-21,S02,Cologne,West,In-Store,60+,None,Beauty,Haircare,85.81,1,0.024,89.78,150,0,0,7.0
ORD20240531-S02-09084,2024-05-31,S02,Munich,North,Online,26-35,Bronze,Beauty,Fragrance,79.65,3,0.31,75.42,156,1,0,18.3
ORD20240410-S09-09685,2024-04-10,S09,Cologne,North,In-Store,36-45,None,Home,Furniture,-184.95,-8,0.01,174.93,111,0,0,11.4
ORD20240324-S08-11880,2024-03-24,S08,Berlin,North,In-Store,18-25,Bronze,Home,Appliances,600.0,1,0.05,650.58,171,0,0,2.8
ORD20240623-S07-11946,2024-06-23,S07,Berlin,East,In-Store,36-45,None,Electronics,Laptops,558.39,2,0.041,557.31,153,0,0,17.3
ORD20241101-S01-02862,2024-11-01,S01,Berlin,South,In-Store,46-60,None,Clothing,Accessories,104.74,3,0.305,96.56,104,1,0,4.9
ORD20240505-S06-08615,2024-05-05,S06,Berlin,East,In-Store,36-45,Bronze,Electronics,Laptops,659.96,3,0.02,753.24,208,0,0,15.1
ORD20241206-S03-00721,2024-12-06,S03,Munich,North,In-Store,18-25,None,Home,Kitchen,377.48,4,0.004,416.59,150,0,0,1.8
ORD20241008-S01-03202,2024-10-08,S01,Berlin,South,In-Store,46-60,None,Electronics,Phones,403.96,4,0.005,433.11,197,0,0,6.7
ORD20240102-S02-05296,2024-01-02,S02,Cologne,East,Online,46-60,Bronze,Clothing,Women,70.5,4,0.017,65.96,111,0,0,0.9
ORD20240901-S01-06719,2024-09-01,S01,Hamburg,East,Online,18-25,Silver,Electronics,Laptops,792.39,3,0.023,741.13,94,0,0,17.3
ORD20240102-S04-07066,2024-01-02,S04,Frankfurt,North,In-Store,18-25,Silver,Home,Appliances,423.6,5,0.049,481.64,204,0,0,-0.1
ORD20240717-S01-00304,2024-07-17,S01,Munich,East,Online,36-45,None,Electronics,Phones,541.34,5,0.025,599.98,148,0,0,22.7
ORD20240703-S04-07278,2024-07-03,S04,Munich,South,Online,26-35,Bronze,Grocery,Fresh,10.94,1,0.017,11.46,151,0,0,15.4
ORD20240118-S08-06884,2024-01-18,S08,Berlin,South,Online,36-45,Silver,Clothing,Men,73.0,2,0.012,82.72,171,0,0,3.2
ORD20241124-S06-00739,2024-11-24,S06,Munich,South,In-Store,26-35,None,Grocery,Fresh,30.0,2,0.002,31.34,94,0,0,7.9
ORD20240721-S01-00654,2024-07-21,S01,Berlin,South,Online,18-25,Bronze,Grocery,Snacks,8.35,2,0.132,8.71,233,1,0,27.6
ORD20241106-S04-08404,2024-11-06,S04,Hamburg,South,Online,26-35,Gold,Home,Decor,106.54,4,0.043,120.24,115,0,0,2.7
ORD20240314-S04-03503,2024-03-14,S04,Berlin,East,Online,26-35,None,Home,Decor,392.13,1,0.046,410.85,156,0,0,10.1
ORD20240914-S04-00222,2024-09-14,S04,Cologne,North,Online,26-35,Silver,Clothing,Men,91.69,1,0.043,82.69,167,0,0,21.9
ORD20241208-S09-05398,2024-12-08,S09,Frankfurt,West,Online,46-60,None,Home,Kitchen,600.0,2,0.006,566.99,200,0,0,0.1
ORD20240817-S07-08263,2024-08-17,S07,Hamburg,East,In-Store,26-35,Bronze,Electronics,Accessories,1200.0,5,0.027,1227.37,86,0,0,22.8
ORD20240506-S03-08878,2024-05-06,S03,Cologne,North,Online,36-45,None,Beauty,Makeup,120.0,3,0.008,134.48,145,0,0,13.3
ORD20240831-S04-05217,2024-08-31,S04,Berlin,South,In-Store,18-25,Silver,Home,Decor,317.91,5,0.036,350.29,184,0,0,22.6
ORD20240420-S06-10563,2024-04-20,S06,Hamburg,South,Online,18-25,Bronze,Grocery,Snacks,20.24,2,0.039,20.59,153,0,0,11.5
ORD20240222-S06-07258,2024-02-22,S06,Cologne,East,In-Store,36-45,Gold,Clothing,Women,29.98,4,0.136,29.9,165,1,0,2.0
ORD20240416-S04-04579,2024-04-16,S04,Frankfurt,East,Online,26-35,Bronze,Home,Furniture,223.16,2,0.021,246.45,173,0,0,14.3
ORD20240723-S08-08428,2024-07-23,S08,Frankfurt,East,In-Store,26-35,Bronze,Electronics,Audio,807.52,2,0.024,773.05,170,0,0,21.5
ORD20240430-S09-10533,2024-04-30,S09,Frankfurt,North,In-Store,46-60,None,Clothing,Men,150.0,3,0.0,146.4,128,0,0,11.8
ORD20240221-S08-00117,2024-02-21,S08,Hamburg,East,In-Store,36-45,None,Beauty,Haircare,27.19,3,0.024,30.23,155,0,0,5.1
ORD20240325-S02-11500,2024-03-25,S02,Frankfurt,North,In-Store,36-45,Gold,Electronics,Laptops,799.63,5,0.019,845.15,241,0,0,11.1
ORD20240927-S03-01860,2024-09-27,S03,Frankfurt,West,In-Store,18-25,Bronze,Grocery,Beverages,15.94,3,0.039,16.16,222,0,0,13.8
ORD20240112-S05-00384,2024-01-12,S05,Hamburg,South,In-Store,36-45,Bronze,Beauty,Makeup,120.0,1,0.021,110.87,160,0,0,2.0
ORD20240813-S01-00701,2024-08-13,S01,Hamburg,East,In-Store,18-25,None,Grocery,Snacks,109.60000000000001,-4,0.034,21.05,184,0,0,24.1
ORD20241209-S08-06219,2024-12-09,S08,Frankfurt,South,In-Store,18-25,Bronze,Home,Appliances,-411.35,-6,0.001,449.24,163,0,0,0.8
ORD20241107-S01-10546,2024-11-07,S01,Cologne,West,Online,46-60,Bronze,Electronics,Accessories,417.2,2,0.011,433.9,104,0,0,6.4
ORD20240202-S04-01530,2024-02-02,S04,Hamburg,West,Online,26-35,Gold,Beauty,Makeup,42.34,3,0.041,42.62,103,0,0,4.7
ORD20240327-S04-08939,2024-03-27,S04,Berlin,East,Online,26-35,None,Home,Furniture,347.09,2,0.023,341.0,140,0,0,9.1
ORD20240619-S04-08515,2024-06-19,S04,Cologne,West,In-Store,18-25,None,Clothing,Men,70.32,3,0.028,78.29,75,0,0,21.0
ORD20240708-S08-10937,2024-07-08,S08,Hamburg,East,In-Store,36-45,Silver,Beauty,Fragrance,36.12,3,0.038,35.42,165,0,0,21.2
ORD20240530-S09-05706,2024-05-30,S09,Berlin,North,In-Store,26-35,None,Grocery,Snacks,21.14,1,0.033,21.99,176,0,0,14.0
ORD20241007-S10-00422,2024-10-07,S10,Munich,North,In-Store,36-45,Bronze,Clothing,Women,96.77,2,0.003,109.23,132,0,0,15.2
ORD20241006-S10-04052,2024-10-06,S10,Frankfurt,North,In-Store,60+,None,Grocery,Pantry,29.25,4,0.024,27.02,118,0,0,17.2
ORD20240825-S09-08058,2024-08-25,S09,Frankfurt,North,In-Store,26-35,None,Home,Kitchen,589.28,5,0.033,541.76,145,0,0,14.4
ORD20240903-S05-09060,2024-09-03,S05,Berlin,North,In-Store,36-45,None,Electronics,Accessories,1054.02,1,0.032,989.15,130,0,0,18.3
ORD20241025-S05-05538,2024-10-25,S05,Cologne,North,In-Store,18-25,None,Grocery,Snacks,30.0,1,0.039,32.28,177,0,0,5.4
ORD20240822-S10-10920,2024-08-22,S10,Hamburg,North,In-Store,36-45,None,Electronics,Accessories,758.79,1,0.001,862.68,193,0,0,21.0
ORD20241219-S04-04760,2024-12-19,S04,Hamburg,East,In-Store,36-45,None,Grocery,Snacks,8.13,3,0.005,9.03,156,0,0,6.1
ORD20240305-S10-03195,2024-03-05,S10,Berlin,South,Online,26-35,Bronze,Grocery,Snacks,10.58,3,0.009,10.17,77,0,0,13.9
ORD20240320-S03-05569,2024-03-20,S03,Munich,North,Online,18-25,Bronze,Grocery,Fresh,24.19,1,0.012,22.35,144,0,0,9.6
ORD20240425-S08-04424,2024-04-25,S08,Frankfurt,North,Online,36-45,None,Grocery,Snacks,21.26,1,0.022,22.09,79,0,0,11.3
ORD20241215-S10-06759,2024-12-15,S10,Berlin,North,Online,36-45,Silver,Electronics,Accessories,546.7,3,0.036,620.19,115,0,0,7.4
ORD20240628-S08-10843,2024-06-28,S08,Munich,North,In-Store,46-60,Silver,Electronics,Audio,1200.0,4,0.04,1106.43,161,0,0,23.6
ORD20240712-S08-01391,2024-07-12,S08,Frankfurt,South,In-Store,18-25,Gold,Home,Appliances,324.56,5,0.037,355.09,119,0,0,20.5
ORD20240120-S06-11399,2024-01-20,S06,Cologne,North,In-Store,26-35,Silver,Beauty,Haircare,43.01,3,0.025,41.08,166,0,0,-1.2
ORD20240229-S10-01935,2024-02-29,S10,Hamburg,North,In-Store,36-45,None,Electronics,Phones,490.41,3,0.011,459.0,121,0,0,1.3
ORD20240704-S01-02714,2024-07-04,S01,Hamburg,East,Online,46-60,None,Home,Furniture,600.0,5,0.201,672.96,105,1,0,21.0
ORD20241107-S02-07445,2024-11-07,S02,Munich,West,Online,36-45,Bronze,Clothing,Accessories,82.78,5,0.008,83.73,136,0,0,3.0
ORD20240422-S05-11486,2024-04-22,S05,Hamburg,North,In-Store,26-35,None,Clothing,Kids,58.35,4,0.022,61.96,198,0,0,15.1
ORD20240529-S06-02563,2024-05-29,S06,Berlin,South,In-Store,26-35,None,Electronics,Phones,266.3,1,0.015,302.56,112,0,0,16.0
ORD20241105-S05-04056,2024-11-05,S05,Hamburg,North,In-Store,46-60,Silver,Home,Decor,241.31,3,0.012,273.6,203,0,0,7.8
ORD20240606-S07-09033,2024-06-06,S07,Hamburg,North,In-Store,46-60,Silver,Electronics,Audio,1130.54,2,0.027,1044.88,192,0,0,21.3
ORD20240924-S07-09614,2024-09-24,S07,Cologne,East,In-Store,46-60,None,Home,Decor,509.77,4,0.049,579.7,206,0,0,20.5
ORD20241231-S04-02217,2024-12-31,S04,Munich,West,In-Store,36-45,Silver,Home,Appliances,600.0,5,0.134,614.63,142,1,0,2.9
ORD20240505-S07-05255,2024-05-05,S07,Hamburg,West,Online,18-25,None,Beauty,Makeup,67.43,3,0.012,73.81,177,0,0,3.9
ORD20240801-S07-03377,2024-08-01,S07,Frankfurt,South,Online,18-25,None,Home,Furniture,252.34,3,0.033,257.7,106,0,0,20.6
ORD20240313-S05-11055,2024-03-13,S05,Frankfurt,South,Online,36-45,None,Grocery,Snacks,30.0,3,0.152,31.66,97,1,0,2.6
ORD20240924-S03-08920,2024-09-24,S03,Munich,North,Online,26-35,Silver,Beauty,Haircare,39.16,3,0.017,38.15,200,0,0,15.2
ORD20240702-S02-03705,2024-07-02,S02,Frankfurt,North,In-Store,46-60,None,Clothing,Women,150.0,2,0.01,166.04,174,0,0,19.1
ORD20241222-S07-06426,2024-12-22,S07,Cologne,South,In-Store,26-35,Silver,Clothing,Men,70.11,4,0.022,63.88,167,0,0,3.2
ORD20240711-S01-05723,2024-07-11,S01,Frankfurt,West,In-Store,46-60,None,Home,Decor,118.19,2,0.007,108.52,155,0,0,19.6
ORD20241211-S09-10346,2024-12-11,S09,Frankfurt,East,In-Store,36-45,Bronze,Beauty,Skincare,106.93,2,0.039,122.85,189,0,0,4.7
ORD20240816-S09-06256,2024-08-16,S09,Hamburg,South,Online,46-60,Bronze,Home,Appliances,301.22,5,0.005,297.45,167,0,0,25.2
ORD20240314-S09-05176,2024-03-14,S09,Berlin,North,Online,26-35,None,Clothing,Women,150.0,4,0.046,164.01,164,0,0,7.2
ORD20240514-S03-10967,2024-12-07,S09,Berlin,South,In-Store,60+,None,Beauty,Skincare,36.35,5,0.02,37.78,198,0,0,4.7
ORD20240430-S02-06707,2024-04-30,S02,Frankfurt,South,Online,46-60,Bronze,Grocery,Beverages,9.84,1,0.023,11.27,92,0,0,12.7
ORD20240305-S04-08455,2024-03-05,S04,Cologne,North,In-Store,46-60,None,Electronics,Accessories,498.34,2,0.046,470.43,174,0,0,6.1
ORD20240318-S10-09928,2024-03-18,S10,Munich,West,In-Store,36-45,None,Grocery,Beverages,30.0,2,0.043,33.17,118,0,0,7.9
ORD20240920-S06-04385,2024-09-20,S06,Frankfurt,East,In-Store,36-45,None,Electronics,Audio,518.57,3,0.02,511.06,155,0,0,20.1
ORD20240821-S09-06571,2024-08-21,S09,Hamburg,West,In-Store,26-35,None,Unknown/—,Phones,-719.73,0,0.001,680.72,168,0,0,23.4
ORD20240126-S05-00898,2024-01-26,S05,Berlin,East,In-Store,36-45,Bronze,Home,Appliances,80.43,2,0.018,91.87,160,0,0,-0.3
ORD20240910-S03-06856,2024-09-10,S03,Berlin,South,In-Store,36-45,None,Home,Kitchen,205.62,5,0.004,203.35,154,0,0,14.3
ORD20240707-S09-07119,2024-07-07,S09,Munich,East,In-Store,46-60,None,Grocery,Snacks,5.64,1,0.001,5.45,82,0,0,20.4
ORD20240414-S10-05109,2024-04-14,S10,Munich,West,In-Store,36-45,Bronze,Grocery,Beverages,12.85,3,0.008,11.64,155,0,0,11.6
ORD20240710-S10-04511,2024-07-10,S10,Frankfurt,East,Online,26-35,Gold,Home,Appliances,201.18,1,0.326,182.26,129,1,0,24.6
ORD20240206-S06-00587,2024-02-06,S06,Frankfurt,South,In-Store,26-35,Bronze,Beauty,Makeup,32.81,4,0.047,34.2,219,0,0,1.1
ORD20240429-S09-09265,2024-04-29,S09,Berlin,North,In-Store,26-35,Bronze,Beauty,Skincare,72.04,5,0.01,76.66,153,0,0,12.7
ORD20240714-S04-04501,2024-07-14,S04,Cologne,West,In-Store,26-35,Silver,Home,Decor,380.6,4,0.02,343.75,171,0,0,28.9
ORD20240421-S01-09223,2024-04-21,S01,Munich,West,In-Store,60+,None,Electronics,Laptops,1166.11,5,0.019,1237.6,96,0,0,7.2
ORD20240225-S01-03979,2024-02-25,S01,Berlin,East,In-Store,60+,Bronze,Beauty,Skincare,120.0,3,0.215,126.66,151,1,0,0.7
ORD20240304-S10-05960,2024-03-04,S10,Hamburg,West,Online,18-25,Silver,Grocery,Pantry,8.84,2,0.019,9.33,160,0,0,4.7
ORD20240809-S02-11938,2024-08-09,S02,Frankfurt,South,In-Store,18-25,Bronze,Electronics,Laptops,358.29,2,0.015,344.45,197,0,0,21.6
ORD20240811-S06-11182,2024-08-11,S06,Cologne,West,Online,18-25,Silver,Home,Kitchen,302.17,4,0.015,298.04,227,0,0,14.8
ORD20240827-S06-09897,2024-08-27,S06,Berlin,South,In-Store,26-35,Gold,Clothing,Men,43.73,3,0.021,44.48,153,0,0,16.1
ORD20240828-S03-09854,2024-08-28,S03,Hamburg,South,Online,46-60,Bronze,Grocery,Beverages,30.0,2,0.028,32.18,135,0,0,22.6
ORD20241211-S03-08004,2024-12-11,S03,Munich,East,In-Store,36-45,None,Clothing,Accessories,150.0,2,0.037,137.31,201,0,0,2.9
ORD20240403-S10-03318,2024-04-03,S10,Frankfurt,North,In-Store,46-60,None,Clothing,Women,106.59,3,0.049,118.62,108,0,0,11.3
ORD20240515-S06-11732,2024-05-15,S06,Hamburg,East,In-Store,18-25,Bronze,Beauty,Makeup,100.41,2,0.035,91.08,170,0,0,17.8
ORD20240421-S02-01154,2024-04-21,S02,Berlin,South,In-Store,26-35,None,Beauty,Skincare,43.47,5,0.024,46.82,178,0,0,11.8
ORD20240612-S08-02859,2024-06-12,S08,Cologne,West,Online,26-35,Silver,Beauty,Fragrance,40.73,4,0.036,42.74,161,0,0,20.7
ORD20241217-S04-10889,2024-12-17,S04,Munich,East,Online,26-35,None,Home,Appliances,353.38,4,0.04,340.87,176,0,0,2.2
ORD20240121-S07-07319,2024-01-21,S07,Berlin,North,In-Store,60+,None,Home,Appliances,291.91,3,0.009,297.15,104,0,0,0.3
ORD20240407-S08-10870,2024-04-07,S08,Berlin,West,In-Store,18-25,Bronze,Grocery,Snacks,30.0,4,0.198,31.69,121,1,0,6.5
ORD20240718-S06-00806,2024-07-18,S06,Hamburg,South,In-Store,26-35,None,Electronics,Laptops,285.65,5,0.331,269.15,137,1,0,16.9
ORD20240530-S08-05854,2024-05-30,S08,Frankfurt,West,In-Store,18-25,None,Grocery,Snacks,14.19,1,0.025,14.96,146,0,0,14.5
ORD20240101-S05-04690,2024-01-01,S05,Hamburg,North,In-Store,36-45,Gold,Home,Appliances,231.25,5,0.045,237.49,179,0,1,4.3
ORD20241203-S08-09246,2024-12-03,S08,Cologne,West,In-Store,36-45,Bronze,Clothing,Women,129.54,2,0.014,139.78,244,0,0,2.6
ORD20240929-S05-05357,2024-09-29,S05,Cologne,South,Online,36-45,Silver,Grocery,Fresh,27.94,4,0.01,32.06,193,0,0,16.9
ORD20240311-S01-00522,2024-03-11,S01,Cologne,West,Online,26-35,Bronze,Clothing,Kids,150.0,4,0.028,143.06,164,0,0,4.8
ORD20240204-S09-00242,2024-02-04,S09,Berlin,South,In-Store,36-45,None,Clothing,Kids,57.97,5,0.007,56.31,131,0,0,4.2
ORD20240204-S06-07371,2024-02-04,S06,Munich,South,Online,18-25,Bronze,Electronics,Laptops,203.7,3,0.043,206.64,162,0,0,1.8
ORD20240329-S05-09123,2024-03-29,S05,Munich,South,Online,60+,Silver,Clothing,Women,125.28,3,0.027,120.24,213,0,1,6.9
ORD20240721-S01-06945,2024-07-21,S01,Munich,West,In-Store,36-45,None,Electronics,Audio,542.43,3,0.039,534.07,140,0,0,20.4
ORD20240101-S08-11079,2024-01-01,S08,Berlin,East,Online,26-35,None,Beauty,Fragrance,84.83,2,0.002,89.47,109,0,1,0.9
ORD20241204-S07-07348,2024-12-04,S07,Berlin,West,Online,18-25,None,Electronics,Phones,506.12,1,0.041,577.32,139,0,0,1.9
ORD20241106-S07-03333,2024-11-06,S07,Hamburg,South,Online,46-60,None,Grocery,Beverages,5.36,5,0.217,5.52,101,1,0,4.6
ORD20240905-S02-07327,2024-09-05,S02,Hamburg,South,In-Store,26-35,Bronze,Beauty,Makeup,103.78,5,0.049,109.67,162,0,0,19.2
ORD20240525-S10-05323,2024-05-25,S10,Munich,East,In-Store,18-25,Silver,Home,Furniture,420.73,3,0.042,398.59,151,0,0,18.2
ORD20241025-S01-03077,2024-10-25,S01,Hamburg,South,In-Store,26-35,None,Electronics,Laptops,1200.0,1,0.043,1101.39,128,0,0,13.2
ORD20240317-S06-08750,2024-03-17,S06,Frankfurt,North,In-Store,26-35,None,Beauty,Skincare,21.7,1,0.016,24.08,202,0,0,5.2
ORD20240107-S10-10356,2024-01-07,S10,Frankfurt,West,In-Store,26-35,Silver,Home,Appliances,190.87,2,0.034,173.59,153,0,0,5.7
ORD20240910-S07-02516,2024-09-10,S07,Munich,South,Online,18-25,Silver,Beauty,Skincare,120.0,4,0.044,117.3,220,0,0,12.4
ORD20240123-S01-10309,2024-01-23,S01,Hamburg,South,In-Store,26-35,None,Home,Appliances,600.0,3,0.033,632.42,160,0,0,4.8
ORD20241109-S01-03378,2024-11-09,S01,Frankfurt,West,In-Store,26-35,Gold,Clothing,Men,150.0,3,0.048,158.88,183,0,0,8.6
ORD20240525-S09-02373,2024-05-25,S09,Frankfurt,West,In-Store,26-35,Gold,Home,Kitchen,442.18,2,0.03,418.15,121,0,0,12.4
ORD20240409-S08-00215,2024-04-09,S08,Munich,South,In-Store,60+,None,Electronics,Phones,1200.0,2,0.013,1206.98,168,0,0,11.1
ORD20240127-S04-04592,2024-01-27,S04,Berlin,North,In-Store,36-45,None,Beauty,Haircare,120.0,3,0.039,129.65,84,0,0,0.4
ORD20240923-S02-09385,2024-09-23,S02,Hamburg,West,Online,18-25,Gold,Electronics,Audio,0.0,-6,0.031,392.5,112,0,0,16.8
ORD20240327-S01-00718,2024-03-27,S01,Munich,North,In-Store,18-25,None,Beauty,Haircare,58.93,4,0.012,64.23,199,0,0,2.1
ORD20240404-S09-10401,2024-04-04,S09,Cologne,South,In-Store,60+,None,Grocery,Snacks,10.96,1,0.033,10.3,154,0,0,8.8
ORD20240425-S01-05080,2024-04-25,S01,Cologne,South,Online,46-60,Silver,Electronics,Accessories,1049.02,5,0.029,1181.22,116,0,0,8.3
ORD20240530-S08-03652,2024-05-30,S08,Cologne,South,In-Store,46-60,None,Beauty,Skincare,22.37,5,0.033,23.12,105,0,0,19.1
ORD20240501-S01-09971,2024-05-01,S01,Cologne,North,Online,26-35,Silver,Home,Furniture,600.0,4,0.043,576.16,189,0,1,14.4
ORD20240421-S01-01390,2024-04-21,S01,Frankfurt,South,In-Store,36-45,None,Electronics,Phones,400.67,4,0.009,434.48,257,0,0,9.0
ORD20241226-S08-09887,2024-12-26,S08,Cologne,South,In-Store,36-45,None,Clothing,Accessories,61.26,4,0.011,56.13,122,0,1,-2.3
ORD20241228-S08-08334,2024-12-28,S08,Frankfurt,East,Online,60+,None,Clothing,Kids,81.96,3,0.004,89.1,63,0,0,-2.0
ORD20241105-S04-03315,2024-11-05,S04,Berlin,South,In-Store,36-45,Silver,Grocery,Pantry,29.41,4,0.007,29.38,129,0,0,5.3
ORD20240629-S02-01119,2024-06-29,S02,Hamburg,East,Online,46-60,Bronze,Home,Furniture,600.0,3,0.005,624.23,203,0,0,15.8
ORD20240524-S08-08117,2024-05-24,S08,Hamburg,South,In-Store,36-45,None,Grocery,Snacks,13.55,2,0.03,12.23,115,0,0,16.9
ORD20240913-S02-11842,2024-09-13,S02,Frankfurt,West,In-Store,36-45,Bronze,Beauty,Skincare,82.53,3,0.012,89.08,197,0,0,18.0
ORD20240814-S09-05785,2024-08-14,S09,Berlin,South,In-Store,18-25,Silver,Grocery,Fresh,9.54,3,0.223,9.29,175,1,0,19.5
ORD20240116-S07-10683,2024-01-16,S07,Berlin,East,Online,46-60,None,Electronics,Laptops,413.82,2,0.033,454.36,78,0,0,-3.5
ORD20241006-S08-01670,2024-10-06,S08,Berlin,North,In-Store,46-60,None,Beauty,Makeup,66.71,4,0.039,72.72,182,0,0,8.2
ORD20241017-S09-09421,2024-10-17,S09,Hamburg,West,In-Store,18-25,Gold,Beauty,Skincare,90.22,4,0.031,94.19,139,0,0,10.3
ORD20240118-S08-06191,2024-01-18,S08,Berlin,South,In-Store,46-60,Bronze,Clothing,Accessories,68.99,3,0.027,64.7,238,0,0,-2.5
ORD20241013-S02-05370,2024-10-13,S02,Berlin,South,In-Store,18-25,None,Grocery,Pantry,27.5,4,0.027,25.17,119,0,0,13.2
ORD20241109-S10-03984,2024-11-09,S10,Cologne,East,In-Store,36-45,None,Home,Kitchen,192.75,3,0.24,203.73,206,1,0,12.8
ORD20240409-S02-09267,2024-04-09,S02,Berlin,South,In-Store,36-45,Silver,Grocery,Fresh,7.65,1,0.016,7.4,212,0,0,8.2
ORD20240624-S07-08057,2024-06-24,S07,Cologne,West,In-Store,36-45,None,Beauty,Makeup,57.16,1,0.035,56.01,130,0,0,19.6
ORD20241204-S09-08087,2024-12-04,S09,Cologne,North,Online,18-25,Bronze,Grocery,Pantry,29.33,3,0.2,30.78,134,1,0,-0.3
ORD20241117-S07-06855,2024-11-17,S07,Munich,East,In-Store,60+,Silver,Clothing,Kids,78.64,3,0.319,86.58,158,1,0,8.0
ORD20241028-S10-08448,2024-10-28,S10,Frankfurt,South,Online,60+,None,Grocery,Beverages,14.43,4,0.342,13.99,164,1,0,14.0
ORD20240926-S05-10754,2024-09-26,S05,Frankfurt,East,In-Store,26-35,None,Electronics,Phones,710.76,3,0.0,653.49,122,0,0,19.6
ORD20240220-S09-05088,2024-02-20,S09,Munich,North,In-Store,26-35,Bronze,Beauty,Skincare,120.0,1,0.188,136.78,85,1,0,2.4
ORD20241202-S05-09498,2024-12-02,S05,Hamburg,West,In-Store,36-45,Silver,Home,Furniture,192.92,1,0.027,176.73,215,0,0,1.3
ORD20240822-S06-07750,2024-08-22,S06,Hamburg,South,In-Store,18-25,None,Home,Decor,354.47,4,0.003,329.87,49,0,0,21.6
ORD20240402-S01-03221,2024-04-02,S01,Munich,North,Online,46-60,Silver,Grocery,Snacks,15.78,4,0.019,16.88,178,0,0,11.4
ORD20240907-S02-04214,2024-09-07,S02,Berlin,West,In-Store,60+,None,Beauty,Makeup,33.72,4,0.153,31.9,195,1,0,15.6
ORD20241126-S01-11351,2024-11-26,S01,Cologne,East,In-Store,36-45,None,Home,Furniture,242.27,5,0.181,262.33,158,1,0,8.6
ORD20240709-S01-02713,2024-07-09,S01,Berlin,South,In-Store,26-35,Bronze,Grocery,Fresh,30.0,1,0.031,28.34,137,0,0,17.8
ORD20240717-S06-05266,2024-07-17,S06,Cologne,West,In-Store,36-45,None,Beauty,Makeup,93.95,4,0.022,94.2,92,0,0,26.3
ORD20240722-S04-02030,2024-07-22,S04,Munich,East,In-Store,18-25,None,Beauty,Fragrance,63.94,3,0.049,59.29,131,0,0,25.6
ORD20240509-S03-08063,2024-05-09,S03,Berlin,West,Online,26-35,None,Grocery,Snacks,30.0,1,0.038,33.95,120,0,1,8.5
ORD20240607-S10-07051,2024-06-07,S10,Munich,West,Online,18-25,None,Clothing,Kids,90.72,3,0.026,81.68,166,0,0,20.1
ORD20240812-S02-03921,2024-08-12,S02,Berlin,North,Online,26-35,None,Electronics,Accessories,1148.19,2,0.047,1085.52,134,0,0,18.2
ORD20240303-S02-08278,2024-03-03,S02,Berlin,West,In-Store,26-35,Silver,Beauty,Haircare,43.57,3,0.036,49.81,133,0,0,4.8
ORD20241111-S01-00667,2024-11-11,S01,Munich,North,In-Store,18-25,Gold,Clothing,Women,60.01,1,0.013,61.37,63,0,0,4.6
ORD20240329-S10-10138,2024-03-29,S10,Hamburg,North,Online,26-35,None,Grocery,Pantry,17.11,4,0.179,16.3,127,1,1,8.8
ORD20240321-S02-00902,2024-03-21,S02,Frankfurt,East,In-Store,26-35,Gold,Electronics,Laptops,250.94,4,0.044,287.93,164,0,0,6.4
ORD20241216-S01-10541,2024-12-16,S01,Frankfurt,West,In-Store,46-60,Bronze,Home,Kitchen,178.64,5,0.031,180.07,143,0,0,5.6
ORD20240315-S05-00663,2024-03-15,S05,Cologne,West,Online,36-45,Silver,Beauty,Makeup,55.0,5,0.008,49.82,141,0,0,10.1
ORD20240906-S05-06096,2024-09-06,S05,Munich,East,Online,46-60,None,Clothing,Women,18.0,3,0.324,16.21,180,1,0,19.7
ORD20240722-S04-06550,2024-07-22,S04,Frankfurt,North,Online,36-45,None,Electronics,Accessories,1200.0,2,0.046,1099.27,168,0,0,19.4
ORD20240408-S01-06119,2024-04-08,S01,Cologne,South,In-Store,36-45,Gold,Beauty,Skincare,24.72,3,0.0,25.48,173,0,0,6.3
ORD20240228-S07-02659,2024-02-28,S07,Munich,East,In-Store,26-35,Silver,Clothing,Kids,60.9,5,0.011,70.0,144,0,0,5.7
ORD20240710-S10-02731,2024-07-10,S10,Berlin,East,Online,46-60,Silver,Electronics,Phones,277.93,3,0.048,281.18,194,0,0,20.3
