order_id,order_date,store_id,city,region,channel,customer_age_group,loyalty_tier,category,subcategory,unit_price,quantity,discount_rate,competitor_price,stock_level,promo_flag,holiday_flag,weather_temp_c,line_price,line_discount,line_revenue
ORD20240228-S03-05456,2024-02-28,S03,Frankfurt,West,In-Store,36-45,Bronze,Electronics,Accessories,350.66,5.0,0.008,357.02,131,0,0,6.0,1753.3000000000002,14.03,1739.27
ORD20240228-S03-06522,2024-02-28,S03,Berlin,East,In-Store,46-60,nan,Clothing,Men,79.295,3.0,0.162,160.59,106,1,0,0.1,237.885,38.54,199.34
ORD20240228-S02-11018,2024-02-28,S02,Cologne,West,In-Store,18-25,nan,Grocery,Beverages,30.0,5.0,0.018,31.37,140,0,0,1.8,150.0,2.7,147.3
ORD20240228-S04-05845,2024-02-28,S04,Berlin,South,Online,18-25,Bronze,Electronics,Laptops,566.1,3.0,0.0,610.85,93,0,0,5.9,1698.3000000000002,0.0,1698.3
ORD20240228-S04-09460,2024-02-28,S04,Berlin,East,In-Store,26-35,nan,Clothing,Accessories,43.16,5.0,0.001,42.79,121,0,0,-0.9,215.79999999999998,0.22,215.58
ORD20240228-S04-10884,2024-02-28,S04,Frankfurt,North,In-Store,36-45,nan,Clothing,Kids,77.02,1.0,0.047,71.78,164,0,0,3.3,77.02,3.62,73.4
ORD20240228-S05-05977,2024-02-28,S05,Hamburg,East,In-Store,26-35,Gold,Electronics,Laptops,670.54,3.0,0.186,793.02,38,1,0,-1.8,2011.62,374.16,1637.46
ORD20240228-S05-09923,2024-02-28,S05,Cologne,East,Online,18-25,nan,Electronics,Audio,1200.0,5.0,0.041,1113.36,138,0,0,3.4,6000.0,246.0,5754.0
ORD20240228-S05-11957,2024-02-28,S05,Cologne,West,In-Store,36-45,nan,Home,Appliances,217.82,1.0,0.022,214.21,223,0,0,1.2,217.82,4.79,213.03
ORD20240228-S06-04883,2024-02-28,S06,Frankfurt,North,In-Store,18-25,Silver,Home,Decor,344.9,5.0,0.047,313.41,74,0,0,0.2,1724.5,81.05,1643.45
ORD20240228-S06-07235,2024-02-28,S06,Cologne,West,In-Store,18-25,nan,Electronics,Phones,1013.66,5.0,0.036,1154.34,126,0,0,4.5,5068.3,182.46,4885.84
ORD20240228-S03-09129,2024-02-28,S03,Munich,North,Online,26-35,nan,Grocery,Snacks,23.64,3.0,0.019,23.09,165,0,0,-1.5,70.92,1.35,69.57
ORD20240229-S08-04219,2024-02-29,S08,Munich,West,In-Store,26-35,nan,Grocery,Beverages,15.55,4.0,0.008,17.47,170,0,0,0.4,62.2,0.5,61.7
ORD20240229-S06-01486,2024-02-29,S06,Cologne,East,Online,60+,Silver,Grocery,Beverages,30.0,5.0,0.015,34.3,85,0,0,-2.2,150.0,2.25,147.75
ORD20240229-S06-05541,2024-02-29,S06,Frankfurt,East,In-Store,26-35,nan,Electronics,Laptops,706.7,5.0,0.032,640.56,133,0,0,3.9,3533.5,113.07,3420.43
ORD20240229-S07-10756,2024-02-29,S07,Frankfurt,South,In-Store,26-35,Bronze,Electronics,Audio,406.18,4.0,0.039,434.2,172,0,0,0.9,1624.72,63.36,1561.36
ORD20240229-S08-02094,2024-02-29,S08,Frankfurt,East,In-Store,26-35,Silver,Home,Kitchen,600.0,3.0,0.045,545.21,175,0,0,4.7,1800.0,81.0,1719.0
ORD20240229-S08-03884,2024-02-29,S08,Hamburg,South,In-Store,26-35,Gold,Electronics,Audio,191.31,2.0,0.022,197.64,107,0,0,-0.2,382.62,8.42,374.2
ORD20240229-S08-08125,2024-02-29,S08,Cologne,South,In-Store,26-35,Gold,Beauty,Makeup,120.0,5.0,0.027,129.2,169,0,0,-2.1,600.0,16.2,583.8
ORD20240229-S05-10815,2024-02-29,S05,Cologne,East,In-Store,36-45,nan,Home,Furniture,245.54,5.0,0.037,264.16,137,0,0,-3.2,1227.7,45.42,1182.28
ORD20240229-S09-05761,2024-02-29,S09,Frankfurt,South,In-Store,46-60,Silver,Grocery,Fresh,10.48,2.0,0.05,10.14,158,0,0,-0.5,20.96,1.05,19.91
ORD20240229-S09-08017,2024-02-29,S09,Frankfurt,North,Online,18-25,nan,Electronics,Audio,925.47,4.0,0.02,897.82,131,0,0,2.2,3701.88,74.04,3627.84
ORD20240229-S09-09528,2024-02-29,S09,Frankfurt,South,In-Store,36-45,nan,Electronics,Accessories,260.62,2.0,0.027,269.32,156,0,0,-1.2,521.24,14.07,507.17
ORD20240229-S10-01935,2024-02-29,S10,Hamburg,North,In-Store,36-45,nan,Electronics,Phones,490.41,3.0,0.011,459.0,121,0,0,1.3,1471.23,16.18,1455.05
ORD20240229-S10-02719,2024-02-29,S10,Cologne,South,Online,36-45,nan,Grocery,Fresh,8.81,1.0,0.045,8.81,166,0,0,-1.8,8.81,0.4,8.41
ORD20240229-S10-06747,2024-02-29,S10,Munich,North,In-Store,18-25,nan,Beauty,Haircare,120.0,5.0,0.012,113.52,166,0,0,-0.2,600.0,7.2,592.8
ORD20240229-S09-00177,2024-02-29,S09,Hamburg,South,In-Store,26-35,nan,Home,Kitchen,187.28,4.0,0.142,213.07,119,1,0,0.3,749.12,106.38,642.74
ORD20240229-S05-08819,2024-02-29,S05,Munich,West,Online,26-35,nan,Home,Furniture,149.3,5.0,0.026,163.12,128,0,0,7.1,746.5,19.41,727.09
ORD20240229-S01-02368,2024-02-29,S01,Hamburg,South,In-Store,46-60,nan,Home,Kitchen,600.0,2.0,0.019,566.24,131,0,0,5.3,1200.0,22.8,1177.2
ORD20240229-S05-07096,2024-02-29,S05,Frankfurt,North,In-Store,26-35,nan,Clothing,Accessories,150.0,3.0,0.002,140.01,193,0,0,0.5,450.0,0.9,449.1
ORD20240229-S01-01777,2024-02-29,S01,Berlin,North,Online,18-25,Bronze,Grocery,Snacks,13.52,1.0,0.044,13.88,121,0,0,4.5,13.52,0.59,12.93
ORD20240229-S05-08328,2024-02-29,S05,Munich,East,In-Store,60+,nan,Electronics,Audio,670.54,20.0,0.006,1160.99,167,0,0,-1.7,13410.8,80.46,13330.34
ORD20240229-S02-01907,2024-02-29,S02,Cologne,North,In-Store,46-60,nan,Grocery,Beverages,8.54,3.0,0.027,7.69,156,0,0,1.0,25.619999999999997,0.69,24.93
ORD20240229-S02-03321,2024-02-29,S02,Cologne,East,Online,36-45,Silver,Clothing,Kids,150.0,2.0,0.037,168.23,150,0,0,4.3,300.0,11.1,288.9
ORD20240229-S02-03364,2024-02-29,S02,Frankfurt,East,In-Store,46-60,nan,Clothing,Men,31.95,5.0,0.027,34.7,82,0,0,2.9,159.75,4.31,155.44
ORD20240229-S02-06241,2024-02-29,S02,Munich,East,Online,18-25,Bronze,Grocery,Pantry,18.25,4.0,0.029,18.79,136,0,0,5.2,73.0,2.12,70.88
ORD20240229-S02-09572,2024-02-29,S02,Hamburg,North,In-Store,26-35,nan,Grocery,Pantry,12.98,1.0,0.029,14.43,99,0,0,1.4,12.98,0.38,12.6
ORD20240229-S03-09145,2024-02-29,S03,Frankfurt,East,In-Store,26-35,nan,Clothing,Kids,76.16,3.0,0.046,77.99,172,0,0,8.6,228.48,10.51,217.97
ORD20240229-S02-05041,2024-02-29,S02,Munich,North,In-Store,36-45,nan,Grocery,Pantry,23.87,5.0,0.043,22.05,147,0,0,1.3,119.35000000000001,5.13,114.22
ORD20240229-S04-02432,2024-02-29,S04,Cologne,East,In-Store,26-35,nan,Beauty,Fragrance,88.5,2.0,0.018,95.89,172,0,0,3.9,177.0,3.19,173.81
ORD20240229-S04-02932,2024-02-29,S04,Cologne,West,In-Store,60+,nan,Grocery,Snacks,15.69,1.0,0.044,14.82,132,0,0,2.0,15.69,0.69,15.0
ORD20240229-S04-04142,2024-02-29,S04,Hamburg,North,Online,36-45,nan,Electronics,Phones,951.38,5.0,0.038,975.29,185,0,0,-0.6,4756.9,180.76,4576.14
ORD20240229-S04-07744,2024-02-29,S04,Berlin,South,In-Store,46-60,Silver,Home,Appliances,600.0,1.0,0.041,566.4,168,0,0,1.5,600.0,24.6,575.4
ORD20240229-S04-09326,2024-02-29,S04,Cologne,West,In-Store,36-45,Silver,Home,Decor,276.83,3.0,0.028,282.69,157,0,0,2.1,830.49,23.25,807.24
ORD20240229-S05-01075,2024-02-29,S05,Munich,West,In-Store,18-25,nan,Clothing,Kids,55.54,2.0,0.049,51.86,197,0,0,1.0,111.08,5.44,105.64
ORD20240229-S05-01555,2024-02-29,S05,Berlin,North,In-Store,26-35,nan,Clothing,Men,68.86,5.0,0.04,70.36,128,0,0,2.9,344.3,13.77,330.53
ORD20240229-S03-10608,2024-02-29,S03,Frankfurt,South,In-Store,18-25,nan,Electronics,Phones,1026.36,2.0,0.308,1145.79,142,1,0,-6.1,2052.72,632.24,1420.48
ORD20240301-S07-11749,2024-03-01,S07,Frankfurt,South,In-Store,36-45,Silver,Clothing,Men,132.99,3.0,0.0,144.37,172,0,0,7.7,398.97,0.0,398.97
ORD20240301-S07-00531,2024-03-01,S07,Frankfurt,East,Online,26-35,nan,Beauty,Skincare,120.0,3.0,0.049,121.3,253,0,0,7.7,360.0,17.64,342.36
ORD20240301-S07-00622,2024-03-01,S07,Cologne,East,Online,46-60,Silver,Home,Appliances,129.12,3.0,0.026,140.62,179,0,0,8.0,387.36,10.07,377.29
ORD20240301-S07-07440,2024-03-01,S07,Cologne,South,In-Store,26-35,Silver,Electronics,Phones,1200.0,1.0,0.033,1193.29,188,0,0,1.8,1200.0,39.6,1160.4
ORD20240301-S07-08933,2024-03-01,S07,Munich,East,Online,26-35,Bronze,Home,Decor,115.89,4.0,0.048,111.28,88,0,0,2.9,463.56,22.25,441.31
ORD20240301-S07-11388,2024-03-01,S07,Munich,South,In-Store,26-35,nan,Electronics,Accessories,1200.0,3.0,0.014,1254.48,163,0,0,9.7,3600.0,50.4,3549.6
ORD20240301-S08-01636,2024-03-01,S08,Munich,North,In-Store,26-35,nan,Electronics,Accessories,808.85,3.0,0.042,809.77,175,0,0,8.7,2426.55,101.92,2324.63
ORD20240301-S07-00466,2024-03-01,S07,Cologne,East,Online,36-45,nan,Beauty,Makeup,76.21,1.0,0.033,84.46,95,0,0,5.2,76.21,2.51,73.7
ORD20240301-S08-06126,2024-03-01,S08,Frankfurt,East,In-Store,18-25,nan,Electronics,Accessories,1200.0,1.0,0.014,1238.95,104,0,0,10.6,1200.0,16.8,1183.2
ORD20240301-S08-06302,2024-03-01,S08,Berlin,North,In-Store,26-35,nan,Home,Furniture,258.12,1.0,0.049,247.28,222,0,0,5.3,258.12,12.65,245.47
ORD20240301-S08-11353,2024-03-01,S08,Berlin,South,In-Store,36-45,nan,Home,Appliances,396.14,2.0,0.016,406.44,192,0,0,2.8,792.28,12.68,779.6
ORD20240301-S09-00040,2024-03-01,S09,Munich,North,In-Store,26-35,nan,Clothing,Accessories,143.91,2.0,0.008,143.81,153,0,0,5.3,287.82,2.3,285.52
ORD20240301-S09-11246,2024-03-01,S09,Hamburg,East,Online,36-45,nan,Beauty,Makeup,66.32,1.0,0.015,60.08,143,0,0,0.4,66.32,0.99,65.33
ORD20240301-S10-04378,2024-03-01,S10,Munich,North,Online,36-45,Silver,Clothing,Accessories,150.0,3.0,0.042,155.19,162,0,0,5.2,450.0,18.9,431.1
ORD20240301-S08-01940,2024-03-01,S08,Munich,South,Online,18-25,Bronze,Grocery,Beverages,6.58,5.0,0.022,6.88,74,0,0,6.1,32.9,0.72,32.18
ORD20240301-S06-08747,2024-03-01,S06,Frankfurt,North,In-Store,46-60,Bronze,Home,Decor,289.06,4.0,0.023,319.08,222,0,0,8.1,1156.24,26.59,1129.65
ORD20240301-S04-02595,2024-03-01,S04,Berlin,West,Online,46-60,Bronze,Electronics,Phones,473.96,3.0,0.045,478.51,220,0,0,6.3,1421.8799999999999,63.98,1357.9
ORD20240301-S06-05380,2024-03-01,S06,Berlin,West,Online,36-45,nan,Grocery,Pantry,20.99,1.0,0.009,22.05,184,0,0,2.8,20.99,0.19,20.8
ORD20240301-S01-01595,2024-03-01,S01,Munich,North,In-Store,46-60,Gold,Electronics,Phones,1177.92,3.0,0.021,1260.62,156,0,0,3.3,3533.76,74.21,3459.55
ORD20240301-S06-07519,2024-03-01,S06,Frankfurt,East,In-Store,26-35,Bronze,Home,Furniture,343.01,5.0,0.038,359.75,171,0,0,0.9,1715.05,65.17,1649.88
ORD20240301-S01-05619,2024-03-01,S01,Cologne,East,In-Store,60+,Bronze,Beauty,Skincare,47.53,4.0,0.095,52.53,166,1,0,5.8,190.12,18.06,172.06
ORD20240301-S01-07067,2024-03-01,S01,Berlin,West,In-Store,36-45,Gold,Clothing,Accessories,61.29,4.0,0.01,62.85,156,0,0,8.7,245.16,2.45,242.71
ORD20240301-S01-10007,2024-03-01,S01,Berlin,West,In-Store,36-45,Bronze,Beauty,Fragrance,80.59,2.0,0.032,75.92,96,0,0,5.3,161.18,5.16,156.02
ORD20240301-S02-01077,2024-03-01,S02,Frankfurt,South,Online,36-45,Gold,Clothing,Accessories,108.83,4.0,0.017,115.41,155,0,0,6.8,435.32,7.4,427.92
ORD20240301-S02-05175,2024-03-01,S02,Hamburg,West,In-Store,60+,nan,Clothing,Women,25.72,2.0,0.01,28.1,97,0,0,6.5,51.44,0.51,50.93
ORD20240301-S02-10213,2024-03-01,S02,Frankfurt,South,In-Store,26-35,nan,Grocery,Snacks,11.39,3.0,0.046,11.33,189,0,0,5.2,34.17,1.57,32.6
ORD20240301-S01-06469,2024-03-01,S01,Hamburg,South,In-Store,46-60,nan,Electronics,Phones,1199.97,3.0,0.159,1195.28,112,1,0,8.2,3599.91,572.39,3027.52
ORD20240301-S03-07736,2024-03-01,S03,Munich,West,In-Store,26-35,nan,Home,Decor,207.26,3.0,0.031,235.48,111,0,0,7.9,621.78,19.28,602.5
ORD20240301-S01-00349,2024-03-01,S01,Munich,East,Online,18-25,Silver,Clothing,Accessories,82.12,1.0,0.019,82.24,80,0,0,4.8,82.12,1.56,80.56
ORD20240301-S05-01849,2024-03-01,S05,Frankfurt,East,In-Store,60+,Silver,Home,Appliances,185.69,1.0,0.013,197.9,111,0,0,11.3,185.69,2.41,183.28
ORD20240301-S05-04366,2024-03-01,S05,Berlin,East,Online,46-60,nan,Home,Appliances,122.77,3.0,0.025,119.89,213,0,0,6.0,368.31,9.21,359.1
ORD20240301-S05-04582,2024-03-01,S05,Berlin,North,Online,26-35,nan,Beauty,Haircare,45.68,3.0,0.045,46.17,173,0,0,7.1,137.04,6.17,130.87
ORD20240301-S05-05391,2024-03-01,S05,Cologne,North,In-Store,18-25,nan,Clothing,Kids,40.66,4.0,0.034,42.43,147,0,0,7.0,162.64,5.53,157.11
ORD20240301-S05-10386,2024-03-01,S05,Berlin,South,In-Store,26-35,nan,Home,Appliances,238.88,2.0,0.044,273.05,105,0,0,6.7,477.76,21.02,456.74
ORD20240301-S06-03270,2024-03-01,S06,Frankfurt,East,In-Store,18-25,Silver,Grocery,Pantry,15.05,5.0,0.015,13.56,166,0,0,2.9,75.25,1.13,74.12
ORD20240301-S03-00186,2024-03-01,S03,Frankfurt,West,In-Store,36-45,nan,Electronics,Laptops,767.19,1.0,0.039,749.17,205,0,0,7.0,767.19,29.92,737.27
ORD20240302-S07-03689,2024-03-02,S07,Munich,North,In-Store,26-35,nan,Electronics,Audio,417.15,4.0,0.014,392.33,171,0,0,1.4,1668.6,23.36,1645.24
ORD20240302-S07-08160,2024-03-02,S07,Cologne,East,In-Store,18-25,nan,Home,Appliances,116.62,2.0,0.033,114.73,180,0,0,6.0,233.24,7.7,225.54
ORD20240302-S08-07469,2024-03-02,S08,Hamburg,North,In-Store,26-35,nan,Electronics,Accessories,399.56,5.0,0.011,437.92,95,0,0,6.9,1997.8,21.98,1975.82
ORD20240302-S08-11851,2024-03-02,S08,Hamburg,South,In-Store,46-60,nan,Home,Furniture,378.13,4.0,0.017,367.98,164,0,0,7.1,1512.52,25.71,1486.81
ORD20240302-S08-11892,2024-03-02,S08,Cologne,North,Online,36-45,nan,Home,Kitchen,92.22,1.0,0.036,103.35,151,0,0,5.1,92.22,3.32,88.9
ORD20240302-S09-09417,2024-03-02,S09,Hamburg,South,In-Store,36-45,Silver,Grocery,Beverages,24.37,4.0,0.037,24.05,92,0,0,6.9,97.48,3.61,93.87
ORD20240302-S09-02327,2024-03-02,S09,Frankfurt,South,Online,36-45,Silver,Grocery,Fresh,11.97,4.0,0.025,12.98,115,0,0,2.7,47.88,1.2,46.68
ORD20240302-S09-05850,2024-03-02,S09,Cologne,East,Online,26-35,Gold,Grocery,Fresh,7.4,5.0,0.047,6.85,121,0,0,2.7,37.0,1.74,35.26
ORD20240302-S09-10121,2024-03-02,S09,Frankfurt,West,Online,36-45,nan,Clothing,Accessories,36.0,4.0,0.024,38.53,117,0,0,8.2,144.0,3.46,140.54
ORD20240302-S07-00702,2024-03-02,S07,Frankfurt,East,In-Store,36-45,Silver,Grocery,Snacks,13.83,3.0,0.047,14.52,131,0,0,11.0,41.49,1.95,39.54
ORD20240302-S09-00167,2024-03-02,S09,Frankfurt,South,In-Store,26-35,nan,Electronics,Audio,439.13,5.0,0.179,456.05,207,1,0,11.2,2195.65,393.02,1802.63
ORD20240302-S06-02199,2024-03-02,S06,Munich,South,Online,26-35,nan,Electronics,Laptops,1200.0,3.0,0.001,1247.42,124,0,0,6.7,3600.0,3.6,3596.4
ORD20240302-S05-00684,2024-03-02,S05,Munich,South,In-Store,36-45,Silver,Electronics,Audio,1008.49,2.0,0.01,983.14,84,0,0,9.5,2016.98,20.17,1996.81
ORD20240302-S05-05887,2024-03-02,S05,Hamburg,South,Online,18-25,nan,Grocery,Fresh,19.7,2.0,0.043,19.88,95,0,0,1.2,39.4,1.69,37.71
ORD20240302-S01-02296,2024-03-02,S01,Cologne,East,In-Store,46-60,nan,Home,Decor,299.22,5.0,0.036,290.14,135,0,0,5.6,1496.1000000000001,53.86,1442.24
ORD20240302-S05-11013,2024-03-02,S05,Cologne,East,In-Store,36-45,Silver,Clothing,Kids,150.0,4.0,0.009,160.82,132,0,0,4.7,600.0,5.4,594.6
ORD20240302-S02-03523,2024-03-02,S02,Berlin,North,In-Store,36-45,nan,Beauty,Makeup,56.44,2.0,0.013,56.34,148,0,0,11.8,112.88,1.47,111.41
ORD20240302-S02-09993,2024-03-02,S02,Berlin,South,Online,46-60,Silver,Home,Appliances,317.71,1.0,0.029,350.09,120,0,0,5.8,317.71,9.21,308.5
ORD20240302-S02-11280,2024-03-02,S02,Munich,South,In-Store,26-35,nan,Home,Decor,211.24,4.0,0.297,229.88,161,1,0,-0.2,844.96,250.95,594.01
ORD20240302-S03-05449,2024-03-02,S03,Munich,East,In-Store,26-35,nan,Clothing,Men,105.57,4.0,0.021,118.6,119,0,0,1.0,422.28,8.87,413.41
ORD20240302-S01-06460,2024-03-02,S01,Hamburg,West,In-Store,46-60,nan,Beauty,Haircare,56.24,4.0,0.039,58.32,217,0,0,5.2,224.96,8.77,216.19
ORD20240302-S03-11478,2024-03-02,S03,Berlin,East,In-Store,36-45,Gold,Electronics,Phones,882.08,3.0,0.028,889.31,183,0,0,7.3,2646.2400000000002,74.09,2572.15
ORD20240302-S04-02939,2024-03-02,S04,Berlin,North,Online,36-45,Bronze,Clothing,Men,93.48,3.0,0.04,99.57,108,0,0,1.4,280.44,11.22,269.22
ORD20240302-S04-03558,2024-03-02,S04,Berlin,South,In-Store,26-35,nan,Clothing,Women,87.54,3.0,0.048,88.22,197,0,0,1.2,262.62,12.61,250.01
ORD20240302-S04-08376,2024-03-02,S04,Hamburg,East,In-Store,36-45,Silver,Unknown,Appliances,105.805,3.0,0.025,150.55,110,0,0,3.1,317.415,7.94,309.48
ORD20240302-S04-09394,2024-03-02,S04,Munich,East,In-Store,36-45,nan,Electronics,Audio,1063.72,1.0,0.034,1208.84,210,0,0,4.5,1063.72,36.17,1027.55
ORD20240302-S03-09944,2024-03-02,S03,Cologne,North,In-Store,36-45,Silver,Grocery,Pantry,22.5,4.0,0.041,21.87,135,0,0,5.7,90.0,3.69,86.31
ORD20240303-S06-11586,2024-03-03,S06,Cologne,South,Online,26-35,Bronze,Beauty,Makeup,22.78,1.0,0.031,25.75,168,0,0,7.5,22.78,0.71,22.07
ORD20240303-S07-00261,2024-03-03,S07,Berlin,East,In-Store,18-25,nan,Home,Decor,600.0,2.0,0.029,605.65,158,0,0,4.8,1200.0,34.8,1165.2
ORD20240303-S07-04282,2024-03-03,S07,Munich,West,Online,36-45,nan,Home,Kitchen,434.12,5.0,0.04,450.16,185,0,0,4.5,2170.6,86.82,2083.78
ORD20240303-S07-10221,2024-03-03,S07,Hamburg,West,In-Store,18-25,nan,Home,Decor,198.77,5.0,0.008,218.81,102,0,0,13.0,993.85,7.95,985.9
ORD20240303-S08-01192,2024-03-03,S08,Hamburg,South,In-Store,18-25,Gold,Grocery,Snacks,6.34,5.0,0.011,6.49,123,0,0,3.7,31.7,0.35,31.35
ORD20240303-S09-11001,2024-03-03,S09,Hamburg,East,In-Store,26-35,nan,Clothing,Women,150.0,5.0,0.025,143.08,122,0,0,5.6,750.0,18.75,731.25
ORD20240303-S09-08471,2024-03-03,S09,Cologne,North,In-Store,36-45,nan,Home,Kitchen,600.0,1.0,0.039,612.8,211,0,0,5.1,600.0,23.4,576.6
ORD20240303-S10-03561,2024-03-03,S10,Berlin,South,In-Store,26-35,nan,Grocery,Pantry,15.82,5.0,0.0,18.09,162,0,0,8.3,79.1,0.0,79.1
ORD20240303-S10-10405,2024-03-03,S10,Berlin,East,Online,36-45,Bronze,Grocery,Beverages,7.98,4.0,0.173,7.94,98,1,0,3.6,31.92,5.52,26.4
ORD20240303-S06-05298,2024-03-03,S06,Berlin,East,In-Store,46-60,nan,Electronics,Accessories,508.33,2.0,0.025,537.27,157,0,0,8.1,1016.66,25.42,991.24
ORD20240303-S09-04371,2024-03-03,S09,Frankfurt,North,In-Store,26-35,nan,Beauty,Skincare,92.45,3.0,0.006,96.66,165,0,0,3.4,277.35,1.66,275.69
ORD20240303-S06-04681,2024-03-03,S06,Cologne,North,Online,26-35,nan,Electronics,Audio,600.68,2.0,0.011,561.4,138,0,0,5.0,1201.36,13.21,1188.15
ORD20240303-S01-05417,2024-03-03,S01,Hamburg,South,In-Store,26-35,nan,Electronics,Audio,545.27,5.0,0.027,547.53,156,0,0,11.1,2726.35,73.61,2652.74
ORD20240303-S06-02533,2024-03-03,S06,Berlin,South,Online,36-45,nan,Home,Decor,279.88,5.0,0.006,265.79,132,0,0,3.1,1399.4,8.4,1391.0
ORD20240303-S06-03516,2024-03-03,S06,Cologne,East,In-Store,46-60,nan,Home,Appliances,463.92,3.0,0.024,449.18,236,0,0,7.8,1391.76,33.4,1358.36
ORD20240303-S01-03048,2024-03-03,S01,Hamburg,East,In-Store,18-25,nan,Home,Appliances,262.65,1.0,0.013,236.95,102,0,0,8.9,262.65,3.41,259.24
ORD20240303-S01-08751,2024-03-03,S01,Frankfurt,North,Online,36-45,nan,Grocery,Snacks,10.36,1.0,0.009,9.42,166,0,0,5.0,10.36,0.09,10.27
ORD20240303-S02-07363,2024-03-03,S02,Munich,East,Online,26-35,nan,Electronics,Laptops,1200.0,1.0,0.048,1134.08,49,0,0,6.1,1200.0,57.6,1142.4
ORD20240303-S02-08278,2024-03-03,S02,Berlin,West,In-Store,26-35,Silver,Beauty,Haircare,43.57,3.0,0.036,49.81,133,0,0,4.8,130.71,4.71,126.0
ORD20240303-S03-05376,2024-03-03,S03,Hamburg,East,Online,46-60,Silver,Electronics,Phones,311.32,1.0,0.039,330.88,169,0,0,1.1,311.32,12.14,299.18
ORD20240303-S02-06199,2024-03-03,S02,Munich,South,In-Store,36-45,Silver,Beauty,Skincare,42.61,3.0,0.006,47.95,284,0,0,6.2,127.83,0.77,127.06
ORD20240303-S04-09276,2024-03-03,S04,Frankfurt,West,Online,36-45,nan,Beauty,Haircare,53.73,2.0,0.022,49.19,162,0,0,0.3,107.46,2.36,105.1
ORD20240303-S05-00703,2024-03-03,S05,Frankfurt,West,In-Store,26-35,Gold,Beauty,Makeup,41.41,2.0,0.001,40.73,191,0,0,4.5,82.82,0.08,82.74
ORD20240303-S05-10409,2024-03-03,S05,Cologne,North,In-Store,60+,Bronze,Electronics,Phones,291.27,3.0,0.042,304.92,169,0,0,9.8,873.81,36.7,837.11
ORD20240303-S06-01432,2024-03-03,S06,Frankfurt,North,In-Store,18-25,Bronze,Grocery,Fresh,10.88,5.0,0.041,10.5,227,0,0,6.8,54.400000000000006,2.23,52.17
ORD20240303-S06-02449,2024-03-03,S06,Cologne,East,Online,26-35,nan,Grocery,Beverages,13.33,2.0,0.008,12.57,105,0,0,3.1,26.66,0.21,26.45
ORD20240303-S03-06182,2024-03-03,S03,Munich,West,Online,26-35,Silver,Electronics,Phones,379.68,3.0,0.018,375.01,112,0,0,8.9,1139.04,20.5,1118.54
ORD20240304-S08-08023,2024-03-04,S08,Berlin,West,In-Store,60+,nan,Clothing,Women,79.295,3.0,0.318,85.41,105,1,0,6.6,237.885,75.65,162.23
ORD20240304-S07-05072,2024-03-04,S07,Hamburg,West,In-Store,36-45,nan,Beauty,Haircare,71.29,4.0,0.099,74.37,224,1,0,1.6,285.16,28.23,256.93
ORD20240304-S07-06422,2024-03-04,S07,Berlin,North,In-Store,36-45,nan,Grocery,Fresh,30.0,5.0,0.034,27.75,183,0,0,8.8,150.0,5.1,144.9
ORD20240304-S07-10349,2024-03-04,S07,Berlin,South,In-Store,60+,Bronze,Clothing,Women,100.63,2.0,0.04,106.11,182,0,0,5.1,201.26,8.05,193.21
ORD20240304-S08-04633,2024-03-04,S08,Cologne,East,In-Store,36-45,Bronze,Beauty,Makeup,86.81,5.0,0.018,87.53,108,0,0,6.4,434.05,7.81,426.24
ORD20240304-S08-06344,2024-03-04,S08,Berlin,East,In-Store,26-35,Silver,Clothing,Kids,30.95,1.0,0.028,35.06,121,0,0,5.6,30.95,0.87,30.08
ORD20240304-S09-01031,2024-03-04,S09,Berlin,East,In-Store,36-45,nan,Clothing,Kids,40.76,1.0,0.02,41.1,131,0,0,10.1,40.76,0.82,39.94
ORD20240304-S10-05960,2024-03-04,S10,Hamburg,West,Online,18-25,Silver,Grocery,Pantry,8.84,2.0,0.019,9.33,160,0,0,4.7,17.68,0.34,17.34
ORD20240304-S09-07035,2024-03-04,S09,Hamburg,South,In-Store,26-35,Bronze,Home,Decor,158.34,1.0,0.023,178.53,142,0,0,3.4,158.34,3.64,154.7
ORD20240304-S07-03256,2024-03-04,S07,Hamburg,South,In-Store,36-45,Bronze,Beauty,Skincare,86.61,2.0,0.018,97.39,167,0,0,3.9,173.22,3.12,170.1
ORD20240304-S09-10161,2024-03-04,S09,Frankfurt,North,In-Store,18-25,nan,Grocery,Snacks,12.39,3.0,0.02,11.67,122,0,0,8.5,37.17,0.74,36.43
ORD20240304-S09-11127,2024-03-04,S09,Berlin,South,In-Store,26-35,Bronze,Electronics,Audio,1200.0,4.0,0.007,1332.98,85,0,0,5.8,4800.0,33.6,4766.4
ORD20240304-S10-03288,2024-03-04,S10,Cologne,West,In-Store,26-35,Gold,Grocery,Fresh,25.14,2.0,0.029,24.54,202,0,0,12.8,50.28,1.46,48.82
ORD20240304-S10-10907,2024-03-04,S10,Berlin,West,Online,26-35,Silver,Electronics,Phones,166.81,3.0,0.043,190.37,180,0,0,7.8,500.43,21.52,478.91
ORD20240304-S09-06283,2024-03-04,S09,Hamburg,West,Online,26-35,Silver,Beauty,Fragrance,65.55,3.0,0.026,21.35,180,0,0,4.4,196.64999999999998,5.11,191.54
ORD20240304-S07-03096,2024-03-04,S07,Munich,West,In-Store,26-35,nan,Home,Kitchen,136.86,3.0,0.044,143.13,160,0,0,4.5,410.58000000000004,18.07,392.51
